	meaning	txt_lug	langvar_uid_lug	txt_eng	langvar_uid_eng
4604	32691632	eyafa	lug-000	impotent	eng-000
4605	32691632	eyatomerwa endiga	lug-000	impotent	eng-000
4606	32691633	okusiba mukomera	lug-000	imprison	eng-000
4607	32691634	okutetenkanya	lug-000	improvise	eng-000
4608	32691637	ekitagwaanidde	lug-000	inappropriate	eng-000
4609	32691639	okukalubiriza	lug-000	inconvenience	eng-000
4610	32691640	okwongeza	lug-000	increase	eng-000
4611	32691641	obutasalawo	lug-000	indecisive	eng-000
4612	32691642	okwefuga	lug-000	independence	eng-000
4613	32691643	okwemalirira	lug-000	independent	eng-000
4614	32691645	okutamiiza	lug-000	inebriate	eng-000
4615	32691646	ebujje	lug-000	infant	eng-000
4616	32691647	okusiiga	lug-000	infect	eng-000
4617	32692133	okusiiga	lug-000	paint	eng-000
4618	32691648	obugumba	lug-000	infertility	eng-000
4619	32691649	obwenzi	lug-000	infidelity	eng-000
4620	32692325	obwenzi	lug-000	promiscuity	eng-000
4621	32691649	obutali bwesigwa	lug-000	infidelity	eng-000
4622	32691650	okukaaniika	lug-000	inflate	eng-000
4623	32691650	okuwanika	lug-000	inflate	eng-000
4624	32692378	okuwanika	lug-000	raise	eng-000
4625	32691653	amawulire	lug-000	information	eng-000
4626	32692032	amawulire	lug-000	news	eng-000
4627	32691654	okusikira	lug-000	inherit	eng-000
4628	32691657	ekisago	lug-000	injury	eng-000
4629	32693216	ekisago	lug-000	wound	eng-000
4630	32691659	omusibe	lug-000	inmate	eng-000
4631	32692316	omusibe	lug-000	prisoner	eng-000
4632	32691661	eggume	lug-000	insensitivity	eng-000
4633	32691662	okusonseka	lug-000	insert	eng-000
4634	32691665	okwempanka	lug-000	insolence	eng-000
4635	32691666	owʼejoogo	lug-000	insolent	eng-000
4636	32691667	okusongosa	lug-000	inspire	eng-000
4640	32691669	ekivumo	lug-000	insult	eng-000
4641	32691669	okuvuma	lug-000	insult	eng-000
4642	32691672	ekyʼensi ezenjawulo	lug-000	international	eng-000
4643	32691673	ekitimba	lug-000	internet	eng-000
4644	32691674	okuvvunula	lug-000	interpret	eng-000
4645	32691675	enzivuunula	lug-000	interpretation	eng-000
4647	32691678	okukangisa	lug-000	intimidate	eng-000
4648	32691679	okwanjula	lug-000	introduce	eng-000
4649	32692302	okwanjula	lug-000	present	eng-000
4651	32692841	okubuliriza	lug-000	survey	eng-000
4653	32692550	okwekebejja	lug-000	scrutinize	eng-000
4654	32691682	ekitalabika	lug-000	invisible	eng-000
4655	32691683	okuyitibwa	lug-000	invitation	eng-000
4656	32691686	obuswandi	lug-000	ire	eng-000
4657	32691690	ensonga	lug-000	issue	eng-000
4658	32692348	ensonga	lug-000	purpose	eng-000
4659	32692397	ensonga	lug-000	reason	eng-000
4660	32691692	okusiiwa	lug-000	itch	eng-000
4661	32691695	ekisabika	lug-000	jacket	eng-000
4662	32691697	akaduukulu	lug-000	jail	eng-000
4663	32691698	akalipagano	lug-000	jam	eng-000
4664	32691700	ennugu	lug-000	jealousy	eng-000
4665	32691703	ebizigo	lug-000	jelly	eng-000
4666	32691704	ekidomola	lug-000	jerry can	eng-000
4667	32691705	akanyonyi komuka	lug-000	jet	eng-000
4668	32691706	ebikomo	lug-000	jewelry	eng-000
4669	32691707	owʼolunwe	lug-000	jinx	eng-000
4670	32691711	obuyungo	lug-000	joint	eng-000
4671	32691712	olusaago	lug-000	joke	eng-000
4672	32691712	okusaaga	lug-000	joke	eng-000
4673	32691716	ekyʼesanyu	lug-000	joyful	eng-000
4674	32692253	ekyʼesanyu	lug-000	pleasant	eng-000
4675	32691718	okusalira	lug-000	judge	eng-000
4676	32691718	omulamuzi	lug-000	judge	eng-000
4677	32691719	okubyangatana	lug-000	juggle	eng-000
4678	32691720	omubissi	lug-000	juice	eng-000
4679	32691722	amasanganzira	lug-000	junction	eng-000
4680	32691725	akayozi	lug-000	kangaroo rat	eng-000
4681	32691726	okujjumbira	lug-000	keen	eng-000
4682	32691727	okuuma	lug-000	keep	eng-000
4683	32691728	ebinika	lug-000	kettle	eng-000
4684	32691731	olusamba ggere	lug-000	kick	eng-000
4685	32691731	olusamba	lug-000	kick	eng-000
4686	32691731	okusamba	lug-000	kick	eng-000
4687	32691735	owoluganda	lug-000	kin	eng-000
4688	32691741	obubokisi	lug-000	kit	eng-000
4689	32691742	ekiyungu	lug-000	kitchen	eng-000
4690	32691745	eviivi	lug-000	knee	eng-000
4691	32691746	okufukamira	lug-000	kneel	eng-000
4692	32691748	omulwanyi wokumbalasi	lug-000	knight	eng-000
4693	32691749	akanyolo	lug-000	knob	eng-000
4694	32691750	okukonkona	lug-000	knock	eng-000
4695	32691752	ekituttwa	lug-000	knot	eng-000
4696	32691753	okumanya	lug-000	know	eng-000
4697	32691754	amagezzi	lug-000	knowledge	eng-000
4698	32691757	enfuli	lug-000	labium minora	eng-000
4700	32691758	okupakasa	lug-000	labor	eng-000
4701	32691759	omupakasi	lug-000	laborer	eng-000
4702	32691760	akagwa	lug-000	lace	eng-000
4703	32691763	enyanja	lug-000	lake	eng-000
4705	32691764	akaligga	lug-000	lamb	eng-000
4706	32691765	omulema	lug-000	lame	eng-000
4707	32691766	etaala	lug-000	lamp	eng-000
4708	32691770	etala yamafuta	lug-000	lap	eng-000
4709	32691772	ekisemba	lug-000	last	eng-000
4710	32691772	okulwaawo	lug-000	last	eng-000
4711	32691772	okuwangaala	lug-000	last	eng-000
4712	32691773	okutuuka ekikeerezi	lug-000	late	eng-000
4713	32691773	okukeerewa	lug-000	late	eng-000
4714	32691774	oluvanyuma	lug-000	later	eng-000
4715	32691775	okusekerera	lug-000	laugh	eng-000
4716	32691776	enseko	lug-000	laughter	eng-000
4717	32691778	eby’amateeka	lug-000	law	eng-000
4718	32691780	okugalamiza	lug-000	lay	eng-000
4719	32691780	okussa wansi	lug-000	lay	eng-000
4720	32691782	omugayaavu	lug-000	lazy	eng-000
4721	32691782	engajaba	lug-000	lazy	eng-000
4722	32693054	engajaba	lug-000	underachiever	eng-000
4723	32691782	okugayaala	lug-000	lazy	eng-000
4724	32691783	okuwagulira omuti	lug-000	leach	eng-000
4725	32691784	okkulembera	lug-000	lead	eng-000
4726	32691784	okukulembera	lug-000	lead	eng-000
4727	32691785	omukulembeze	lug-000	leader	eng-000
4728	32692305	omukulembeze	lug-000	president	eng-000
4729	32692494	omukulembeze	lug-000	ruler	eng-000
4730	32691786	obukulembeze	lug-000	leadership	eng-000
4731	32691788	ennyama enkapa	lug-000	lean	eng-000
4732	32691788	omukapa	lug-000	lean	eng-000
4733	32691789	okuyiga	lug-000	learn	eng-000
4734	32691791	okusiimbula	lug-000	leave	eng-000
4735	32691794	eniimu	lug-000	lemon	eng-000
4736	32691795	okwaazika	lug-000	lend	eng-000
4737	32691799	essomo	lug-000	lesson	eng-000
4738	32691800	ebbaluwa	lug-000	letter	eng-000
4739	32691865	ebbaluwa	lug-000	mail	eng-000
4740	32691800	enyukuta	lug-000	letter	eng-000
4741	32691801	enva endirwa	lug-000	lettuce	eng-000
4742	32691802	omulimba	lug-000	liar	eng-000
4743	32691804	ebeetu	lug-000	liberty	eng-000
4744	32691805	etelekero lyʼebitabo	lug-000	library	eng-000
4745	32691806	okukomba	lug-000	lick	eng-000
4746	32691807	okugalamira	lug-000	lie	eng-000
4747	32691807	okulambaala	lug-000	lie	eng-000
4748	32691809	okusitula	lug-000	lift	eng-000
4749	32692869	okusitula	lug-000	take off	eng-000
4750	32691813	okwaagala	lug-000	like	eng-000
4751	32691817	ekyamazzi	lug-000	liquid	eng-000
4752	32691818	olukalala	lug-000	list	eng-000
4753	32691916	olukalala	lug-000	menu	eng-000
4754	32691824	ekonkome	lug-000	lizard	eng-000
4755	32691825	okuttika	lug-000	load	eng-000
4756	32691829	ekufulu	lug-000	lock	eng-000
4757	32691833	okutunulira	lug-000	look	eng-000
4758	32691835	omunyago	lug-000	loot	eng-000
4759	32691835	okunyaga	lug-000	loot	eng-000
4760	32692471	okunyaga	lug-000	rob	eng-000
4761	32691835	okuluutinga	lug-000	loot	eng-000
4762	32691838	okufiirwa	lug-000	lose	eng-000
4763	32691838	okukoobera	lug-000	lose	eng-000
4764	32691839	okuswaakira	lug-000	lose temper	eng-000
4765	32691841	ekingi	lug-000	lot	eng-000
4766	32691965	ekingi	lug-000	more	eng-000
4767	32691842	okuwoggana	lug-000	loud	eng-000
4768	32691846	okwagalana	lug-000	love	eng-000
4769	32691847	okusinda omukwano	lug-000	love	eng-000
4770	32691852	ekyʼemisana	lug-000	lunch	eng-000
4771	32691853	eguggwe	lug-000	lung	eng-000
4772	32691854	emmamba	lug-000	lungfish	eng-000
4773	32691855	okululuka	lug-000	lust	eng-000
4774	32691856	ejambiya	lug-000	machete	eng-000
4775	32691857	ekyuuma	lug-000	machine	eng-000
4776	32691858	omulalu	lug-000	mad	eng-000
4777	32691860	amawuulire	lug-000	magazine	eng-000
4778	32691861	edoggo	lug-000	magic	eng-000
4779	32691864	ekizimbulukusa	lug-000	magnifying glass	eng-000
4780	32691866	okujjanjabirira	lug-000	maintain	eng-000
4781	32691870	okwaala obuliri	lug-000	make	eng-000
4782	32691871	omusujja gwʼensiri	lug-000	malaria	eng-000
4783	32691872	ensajja	lug-000	male	eng-000
4784	32691873	ebissolo ebwosa	lug-000	mammal	eng-000
4785	32691876	omuyembe	lug-000	mango	eng-000
4786	32691880	ebingi	lug-000	many	eng-000
4787	32691882	ensaasi	lug-000	maraca	eng-000
4788	32691884	okukumba	lug-000	march	eng-000
4789	32691885	enjaga	lug-000	marijuana	eng-000
4790	32691888	obufumbo	lug-000	marriage	eng-000
4791	32691890	omujulizi	lug-000	martyr	eng-000
4792	32693198	omujulizi	lug-000	witness	eng-000
4793	32691891	akakookolo	lug-000	mask	eng-000
4794	32691891	okubikirira	lug-000	mask	eng-000
4795	32691892	emisa	lug-000	mass	eng-000
4798	32691895	omukeeka	lug-000	mat	eng-000
4799	32691896	akabiriiti	lug-000	match	eng-000
4800	32691899	omufaliso	lug-000	mattress	eng-000
4801	32691901	omukulu wʼekibuga	lug-000	mayor	eng-000
4802	32691905	olukusense	lug-000	measles	eng-000
4803	32691906	ekipimo	lug-000	measure	eng-000
4804	32691910	okusaanga	lug-000	meet	eng-000
4805	32691911	okusisinkana	lug-000	meeting	eng-000
4806	32691911	olukungaana	lug-000	meeting	eng-000
4807	32691913	ekijjukizo	lug-000	memorial	eng-000
4808	32691914	okujukira	lug-000	memory	eng-000
4811	32691917	ebyamaguzi	lug-000	merchandise	eng-000
4812	32691919	okukyankalanya	lug-000	mess	eng-000
4813	32691919	okuvuyisa	lug-000	mess	eng-000
4814	32691920	obubaka	lug-000	message	eng-000
4815	32691921	omubaka	lug-000	messenger	eng-000
4816	32691923	omulenga	lug-000	meter	eng-000
4817	32691924	akazindaalo	lug-000	microphone	eng-000
4818	32691928	omuzaalisa	lug-000	midwife	eng-000
4819	32691929	eryaanyi	lug-000	might	eng-000
4820	32691930	okujulukuka	lug-000	migrate	eng-000
4821	32691932	olwaasa	lug-000	millenium	eng-000
4822	32691933	akalo	lug-000	millet	eng-000
4823	32691935	eggongolo	lug-000	millipede	eng-000
4824	32691936	okufaayo	lug-000	mind	eng-000
4825	32691937	ekyange	lug-000	mine	eng-000
4826	32691999	ekyange	lug-000	my	eng-000
4827	32691937	okuwukuula	lug-000	mine	eng-000
4828	32691938	okutolako	lug-000	minus	eng-000
4829	32691940	endabirwaamu	lug-000	mirror	eng-000
4830	32691941	okuvaamu olubuto	lug-000	miscarriage	eng-000
4831	32691942	okuwabya	lug-000	mislead	eng-000
4832	32691943	okusubwa	lug-000	miss	eng-000
4835	32691948	ebyambalwa mungalo	lug-000	mitten	eng-000
4836	32691952	okukongoola	lug-000	mock	eng-000
4837	32691953	ekyefananiriza	lug-000	model	eng-000
4838	32691954	okukyusamu	lug-000	modify	eng-000
4839	32691955	obukuku	lug-000	mold	eng-000
4840	32691957	akaseera	lug-000	moment	eng-000
4841	32691961	ekitontome	lug-000	monologue	eng-000
4843	32691963	embeera	lug-000	mood	eng-000
4845	32691964	omweezi	lug-000	moon	eng-000
4846	32691968	omusiraamu	lug-000	moslem	eng-000
4847	32691968	omuyisiraamu	lug-000	moslem	eng-000
4848	32691969	omuzigiti	lug-000	mosque	eng-000
4849	32691971	ekisinga	lug-000	most	eng-000
4850	32691974	ekyomuliro	lug-000	motor	eng-000
4851	32691975	epikipiki	lug-000	motorcycle	eng-000
4852	32691976	omubala	lug-000	motto	eng-000
4853	32691977	okwebagala	lug-000	mount	eng-000
4854	32691977	okuwalampa	lug-000	mount	eng-000
4855	32691978	olusozi gambalagala	lug-000	mountain	eng-000
4856	32691980	akamwa	lug-000	mouth	eng-000
4857	32691981	okujjulukuka	lug-000	move	eng-000
4858	32691985	ebitoomi	lug-000	mud	eng-000
4859	32691988	okubazaamu	lug-000	multiply	eng-000
4860	32691991	okutemula	lug-000	murder	eng-000
4861	32691992	omutemu	lug-000	murderer	eng-000
4862	32691997	omudongo	lug-000	musician	eng-000
4863	32691997	omuyimbi	lug-000	musician	eng-000
4864	32692634	omuyimbi	lug-000	singer	eng-000
4865	32692001	olwaala	lug-000	nail	eng-000
4866	32692002	obwerere	lug-000	naked	eng-000
4867	32692004	okuwumula	lug-000	nap	eng-000
4868	32692005	okutottola	lug-000	narrate	eng-000
4869	32692008	ekyʼensi emu	lug-000	national	eng-000
4870	32692009	enzaalwa	lug-000	native	eng-000
4871	32692010	ekyʼobutonde	lug-000	natural	eng-000
4872	32692012	ekundi	lug-000	navel	eng-000
4873	32692013	okusaabala	lug-000	navigate	eng-000
4874	32692016	ekyeetagisa	lug-000	necessary	eng-000
4875	32692017	ensikya	lug-000	neck	eng-000
4876	32692018	ekikomo kyomubulago	lug-000	necklace	eng-000
4877	32692019	obwetaavu	lug-000	need	eng-000
4878	32692023	omulilwaana	lug-000	neighbor	eng-000
4879	32692024	omulilwaano	lug-000	neighborhood	eng-000
4880	32692030	obutadayo	lug-000	never	eng-000
4881	32692031	ekipya	lug-000	new	eng-000
4882	32692033	olupapula lw’amawulire	lug-000	newspaper	eng-000
4883	32692034	ekiddirira	lug-000	next	eng-000
4884	32692038	ettumbi	lug-000	night	eng-000
4885	32692039	ekiloto ekyetisa	lug-000	nightmare	eng-000
4886	32692041	enywanto	lug-000	nipple	eng-000
4887	32692044	okunyenya omutwe	lug-000	nod	eng-000
4888	32692048	entuntu	lug-000	noon	eng-000
4889	32692051	enyindo	lug-000	nose	eng-000
4890	32692052	owʼakajanja	lug-000	nosy	eng-000
4891	32692053	akabaluwa	lug-000	note	eng-000
4892	32692056	ekimansulo	lug-000	nudity	eng-000
4893	32692060	omubikira	lug-000	nun	eng-000
4894	32692061	omujjanjabi	lug-000	nurse	eng-000
4895	32692065	obuwulize	lug-000	obedience	eng-000
4896	32692066	okugondera	lug-000	obey	eng-000
4897	32692067	okubika	lug-000	obituary	eng-000
4898	32692069	omuseegu	lug-000	obscene	eng-000
4900	32692075	okutalaaga	lug-000	occupy	eng-000
4901	32692075	okujjuza ekifo	lug-000	occupy	eng-000
4903	32692079	okujyako	lug-000	off	eng-000
4904	32692081	omutongole	lug-000	official	eng-000
4905	32692082	ezadde	lug-000	offspring	eng-000
4906	32692084	ekikadde	lug-000	old	eng-000
4907	32692088	akatungulu	lug-000	onion	eng-000
4908	32692090	okuggulawo	lug-000	open	eng-000
4909	32692090	okubikkula	lug-000	open	eng-000
4910	32692091	akakisa	lug-000	opportunity	eng-000
4911	32692093	omukyungwa	lug-000	orange	eng-000
4912	32692096	entegeka	lug-000	order	eng-000
4913	32692323	entegeka	lug-000	programme	eng-000
4915	32692104	omusodookisi	lug-000	orthodox	eng-000
4916	32692106	ekilala	lug-000	other	eng-000
4917	32692107	engonge	lug-000	otter	eng-000
4918	32692108	ekyaffe	lug-000	our	eng-000
4919	32692109	ebweeru	lug-000	out	eng-000
4920	32692112	okukuza	lug-000	outgrow	eng-000
4921	32692119	okuyinga	lug-000	overdo	eng-000
4922	32692119	okuyitiriza	lug-000	overdo	eng-000
4923	32692120	okubinika	lug-000	overload	eng-000
4924	32692121	ettaawo	lug-000	overpass	eng-000
4925	32692122	okuganza	lug-000	owe	eng-000
4926	32692123	ekiwuggulu	lug-000	owl	eng-000
4927	32692126	obwa nnanyini	lug-000	ownership	eng-000
4928	32692130	olupapura	lug-000	page	eng-000
4929	32692131	akabakuli	lug-000	pail	eng-000
4930	32692134	ekifananyi	lug-000	painting	eng-000
4931	32692134	ekisiige	lug-000	painting	eng-000
4932	32692135	ebibiri	lug-000	pair	eng-000
4933	32692136	obuwale obwomunda	lug-000	pajamas	eng-000
4934	32692137	olubilio	lug-000	palace	eng-000
4935	32692139	ekinazi	lug-000	palm	eng-000
4936	32692140	akawulire	lug-000	pamphlet	eng-000
4937	32692143	okwegula	lug-000	pander	eng-000
4938	32692144	olugave	lug-000	pangolin	eng-000
4939	32692145	okugugumuka	lug-000	panic	eng-000
4940	32692145	okusattira	lug-000	panic	eng-000
4941	32692146	empale	lug-000	pants	eng-000
4942	32693019	empale	lug-000	trouser	eng-000
4943	32692147	olupapula	lug-000	paper	eng-000
4944	32692153	abazadde	lug-000	parents	eng-000
4945	32692154	omuluka	lug-000	parish	eng-000
4946	32692155	ekibangirize	lug-000	park	eng-000
4947	32692159	akabaga	lug-000	party	eng-000
4948	32692160	okuyitta	lug-000	pass	eng-000
4949	32692161	omusabazze	lug-000	passenger	eng-000
4950	32692162	obwaagazi	lug-000	passion	eng-000
4951	32692163	akatunda	lug-000	passion fruit	eng-000
4952	32692165	ebyayitta	lug-000	past	eng-000
4955	32692170	okusunyaako	lug-000	pat	eng-000
4956	32692171	olugudo	lug-000	path	eng-000
4957	32692172	omulwadde	lug-000	patient	eng-000
4958	32692174	okulawuna	lug-000	patrol	eng-000
4959	32692175	olubalaza	lug-000	pavement	eng-000
4960	32692176	ekigere kyensolo	lug-000	paw	eng-000
4961	36281040	emirembe	lug-000	peace	eng-000
4963	32692365	emirembe	lug-000	quiet	eng-000
4964	32692187	okuwaata	lug-000	peel	eng-000
4965	32692187	okususa	lug-000	peel	eng-000
4966	32692190	ekalaamu enkalu	lug-000	pencil	eng-000
4967	32692191	pingu	lug-000	penguin	eng-000
4968	32692192	akasolo	lug-000	penis	eng-000
4969	32692197	ekitaliiko kamogo	lug-000	perfect	eng-000
4970	32692201	okuyigganya	lug-000	persecute	eng-000
4971	32692201	okujoonyesa	lug-000	persecute	eng-000
4972	32692201	okukijjanya	lug-000	persecute	eng-000
4973	32692201	okubejjerera	lug-000	persecute	eng-000
4974	32692449	okubejjerera	lug-000	revile	eng-000
4975	32692202	okuguma	lug-000	persevere	eng-000
4976	32692206	amafuta gʼemmotoka	lug-000	petroleum	eng-000
4977	32692209	okulondawo	lug-000	pick	eng-000
4978	32692210	okuyoola	lug-000	pick up	eng-000
4979	32692211	emotoka kabangali	lug-000	pick-up	eng-000
4980	32692212	omusazi wʼensawo	lug-000	pickpocket	eng-000
4981	32692212	okusala ensawo	lug-000	pickpocket	eng-000
4982	32692214	okulambula	lug-000	picnic	eng-000
4983	32692216	eba meere	lug-000	pie	eng-000
4984	32692217	ekifi	lug-000	piece	eng-000
4985	32692220	enjiibwa	lug-000	pigeon	eng-000
4986	32692222	omulamazi	lug-000	pilgrim	eng-000
4987	32692223	okulamaga	lug-000	pilgrimage	eng-000
4988	32692224	ekkerenda	lug-000	pill	eng-000
4989	32692228	embalabe	lug-000	pimple	eng-000
4990	32692229	epini	lug-000	pin	eng-000
4991	32692229	ekikwaaso	lug-000	pin	eng-000
4992	32692230	okusuna	lug-000	pinch	eng-000
4993	32692258	okusuna	lug-000	pluck	eng-000
4994	32692231	payini	lug-000	pine	eng-000
4995	32692232	enanaansi	lug-000	pineapple	eng-000
4996	32692234	payinti	lug-000	pint	eng-000
4997	32692235	oluppira	lug-000	pipe	eng-000
4998	32692236	omubi wokumeeri	lug-000	pirate	eng-000
4999	32692237	okufuka	lug-000	piss	eng-000
5000	32692239	okusaasira	lug-000	pity	eng-000
5001	32692242	olukoola	lug-000	plain	eng-000
5002	32692242	owa bulijjo	lug-000	plain	eng-000
5003	32692243	enteekateeka	lug-000	plan	eng-000
5004	32692243	okukola enteekateeka	lug-000	plan	eng-000
5005	32692244	ekyerere	lug-000	plane	eng-000
5006	32692246	ekisimbe	lug-000	plant	eng-000
5007	32692246	okusimba	lug-000	plant	eng-000
5008	32692246	ekirime	lug-000	plant	eng-000
5010	32692248	esowaani	lug-000	plate	eng-000
5011	32692249	olusaniya	lug-000	platter	eng-000
5012	32692250	okuzannya	lug-000	play	eng-000
5013	32692251	ekisawe	lug-000	playground	eng-000
5014	32692252	okwegayirira	lug-000	plead	eng-000
5015	32692292	okwegayirira	lug-000	pray	eng-000
5016	32692252	okuwoza	lug-000	plead	eng-000
5017	32692252	okulaajana	lug-000	plead	eng-000
5018	32692252	okwenyonyolako	lug-000	plead	eng-000
5019	32692252	okwewozaako	lug-000	plead	eng-000
5020	32692254	okusanyusa	lug-000	please	eng-000
5021	32692255	obweyamo	lug-000	pledge	eng-000
5022	32692255	okwetema	lug-000	pledge	eng-000
5023	32692256	ekibanja	lug-000	plot	eng-000
5024	32692258	okutundula	lug-000	pluck	eng-000
5025	32692259	omukozi	lug-000	plumber	eng-000
5026	32692259	atambuuza	lug-000	plumber	eng-000
5027	32692259	alongosa amazzi	lug-000	plumber	eng-000
5028	32692262	olulimi lwekimera	lug-000	pod	eng-000
5029	32692263	ebozzi	lug-000	poem	eng-000
5030	32692264	okusonga	lug-000	point	eng-000
5031	32692267	omusirikale	lug-000	police	eng-000
5032	32692692	omusirikale	lug-000	soldier	eng-000
5033	32692270	ebyʼobufuzi	lug-000	politics	eng-000
5034	32692271	ebikyafu	lug-000	pollution	eng-000
5035	32692272	eyemanyi ennyo	lug-000	pompous	eng-000
5036	32692276	omwaavu	lug-000	poor	eng-000
5037	32692277	ebiberenge	lug-000	popcorn	eng-000
5038	32692279	omwalo	lug-000	port	eng-000
5039	32692280	ekisoboka	lug-000	possible	eng-000
5042	32692411	okujuliza	lug-000	refer	eng-000
5044	32692284	ekibuumbe	lug-000	pottery	eng-000
5045	32692284	okubuumba	lug-000	pottery	eng-000
5046	32692285	kiyumba ky’enkoko	lug-000	poultry	eng-000
5047	32692287	okuyuwa	lug-000	pour	eng-000
5048	32692288	obwaavu	lug-000	poverty	eng-000
5049	32692289	obuwunga	lug-000	powder	eng-000
5050	32692290	amasanyalazeendasi	lug-000	power	eng-000
5051	32692291	okwegeza	lug-000	practice	eng-000
5052	32692292	okusamira	lug-000	pray	eng-000
5053	32692292	okusinza	lug-000	pray	eng-000
5054	32692292	okusaala	lug-000	pray	eng-000
5055	32692293	essaala	lug-000	prayer	eng-000
5056	32692295	okubulira	lug-000	preach	eng-000
5057	32692297	egwakko	lug-000	pregnancy	eng-000
5058	32692298	okufuna lubuto	lug-000	pregnant	eng-000
5059	32692299	okubeera lubuto	lug-000	pregnant	eng-000
5060	32692300	omusowole	lug-000	premature	eng-000
5061	32692302	amakula	lug-000	present	eng-000
5062	32692303	omwanjuzi	lug-000	presenter	eng-000
5063	32692307	ekirabika obulungi	lug-000	pretty	eng-000
5064	32692308	ebeeyi	lug-000	price	eng-000
5065	32692309	amalalaokwemanya	lug-000	pride	eng-000
5066	32692311	omulangira	lug-000	prince	eng-000
5067	32692312	omumbejja	lug-000	princess	eng-000
5068	32692315	ekomera	lug-000	prison	eng-000
5069	32692317	ebuziba	lug-000	private parts	eng-000
5070	32692317	magala	lug-000	private parts	eng-000
5071	32692319	omutawaana	lug-000	problem	eng-000
5072	32692320	enkola	lug-000	process	eng-000
5073	32692320	entambuza yʼebintu	lug-000	process	eng-000
5074	32692322	amagoba	lug-000	profit	eng-000
5075	32692322	okugobolola	lug-000	profit	eng-000
5076	32692322	okuganyulwa	lug-000	profit	eng-000
5077	32692325	obutambuze	lug-000	promiscuity	eng-000
5078	32692326	omwenzi	lug-000	promiscuous	eng-000
5079	32692327	ekisuubizo	lug-000	promise	eng-000
5080	32692327	okusuubiza	lug-000	promise	eng-000
5081	32692328	ekyʼobugagga	lug-000	property	eng-000
5082	32692329	omutume	lug-000	prophet	eng-000
5083	32692330	omuwaabi	lug-000	prosecutor	eng-000
5084	32692333	okwekalakaasa	lug-000	protest	eng-000
5085	32692334	eyemanyi	lug-000	proud	eng-000
5086	32692334	ow’amalala	lug-000	proud	eng-000
5087	32692335	olugero	lug-000	proverb	eng-000
5089	32692336	okusomooza	lug-000	provoke	eng-000
5090	32692336	okusonsa	lug-000	provoke	eng-000
5091	32692336	okusosonkereza	lug-000	provoke	eng-000
5092	32692340	okusunda	lug-000	pump	eng-000
5093	32692590	okusunda	lug-000	shake	eng-000
5094	32692341	enssujju	lug-000	pumpkin	eng-000
5095	32692342	okubonereza	lug-000	punish	eng-000
5096	32692342	okukangavvula	lug-000	punish	eng-000
5097	32692343	omuyiizi	lug-000	pupil	eng-000
5098	32692346	ekitali kitabule	lug-000	pure	eng-000
5099	32692356	okuba nʼebisaanyizo	lug-000	qualified	eng-000
5100	32692357	oluyombo	lug-000	quarrel	eng-000
5101	32692357	okuyomba	lug-000	quarrel	eng-000
5102	32692359	ekimu ekyʼokuna	lug-000	quarter	eng-000
5103	32692361	okutta ennyonta	lug-000	quench	eng-000
5104	32692361	okuvubiriza	lug-000	quench	eng-000
5105	32692365	akasirikiriro	lug-000	quiet	eng-000
5106	32692367	okugezesa	lug-000	quiz	eng-000
5107	32692910	okugezesa	lug-000	test	eng-000
5108	32692370	okuduka ennyo	lug-000	race	eng-000
5109	32692373	ekikwekweeto	lug-000	raid	eng-000
5110	32692373	okukwekeeta	lug-000	raid	eng-000
5111	32692376	ekibira ekikwafu	lug-000	rain forest	eng-000
5112	32692379	ekibala ekikaze	lug-000	raisin	eng-000
5113	32692381	ettaala	lug-000	ramp	eng-000
5114	32692383	edundiro lyebisolo	lug-000	ranch	eng-000
5115	32692384	okuliisa amaanyi	lug-000	rape	eng-000
5116	32692386	endwadde y’olususu	lug-000	rash	eng-000
5117	32692391	akagirita	lug-000	razor blade	eng-000
5118	32692391	akammwa	lug-000	razor blade	eng-000
5119	32692391	akamweeno	lug-000	razor blade	eng-000
5120	32692393	okusoma	lug-000	read	eng-000
5122	32692398	ekisamusaamu	lug-000	reasonable	eng-000
5123	32692399	okujeema	lug-000	rebel	eng-000
5124	32692401	okwetegekera okufumba	lug-000	recipe	eng-000
5125	32692402	obuwandiike	lug-000	record	eng-000
5127	32692404	okusuuka	lug-000	recover	eng-000
5128	32692404	okununula	lug-000	recover	eng-000
5129	32692408	okununula	lug-000	redeem	eng-000
5130	32692528	okununula	lug-000	save	eng-000
5131	32692409	okukendeeza	lug-000	reduce	eng-000
5132	32692410	enjaza	lug-000	reedbuck	eng-000
5133	32692412	ekimyanso	lug-000	reflection	eng-000
5134	32692415	omunoonyi wʼobubudamo	lug-000	refugee	eng-000
5135	32692416	okugaana	lug-000	refuse	eng-000
5138	32692419	okwejjusa	lug-000	regret	eng-000
5139	32692420	okwaanaganya	lug-000	relate	eng-000
5140	32692421	ow’oluganda	lug-000	relative	eng-000
5141	32692422	okukakkana	lug-000	relax	eng-000
5142	32692424	okujjukiza	lug-000	remind	eng-000
5143	32692425	obusuulu	lug-000	rent	eng-000
5144	32692426	okuddabiriza	lug-000	repair	eng-000
5145	32692428	okuzaawo	lug-000	replace	eng-000
5146	32692430	alipoota	lug-000	report	eng-000
5147	32692430	okuloopa	lug-000	report	eng-000
5148	32692432	ebisolo ebyewalula	lug-000	reptile	eng-000
5150	32692436	okulekulira	lug-000	resign	eng-000
5151	32692437	ekyʼokozesa	lug-000	resource	eng-000
